iter	Logloss
379	0.02977210167
380	0.02973788172
381	0.02963263063
382	0.02952283085
383	0.02939699531
384	0.02932927917
385	0.02920644171
386	0.02908669525
387	0.02893295592
388	0.02884956766
389	0.02871876691
390	0.02859410712
391	0.02847023334
392	0.02838416314
393	0.02825331512
394	0.02813503579
395	0.02800177551
396	0.02782899249
397	0.02776005694
398	0.02768460837
399	0.02755103529
400	0.02742609768
401	0.02734661851
402	0.02724949025
403	0.02716242625
404	0.02706037566
405	0.02690348549
406	0.02678196141
407	0.02665126512
408	0.02653519862
409	0.02641457643
410	0.02635248826
411	0.02627994216
412	0.02617969933
413	0.02610415799
414	0.02597781168
415	0.0258764364
416	0.02578928637
417	0.02566807444
418	0.02553595107
419	0.02545775751
420	0.02532953262
421	0.02524932496
422	0.02515811987
423	0.0250328877
424	0.02493063926
425	0.02484662679
426	0.02474450541
427	0.02463530335
428	0.02458184597
429	0.02451628537
430	0.0243925171
431	0.02427838554
432	0.0242070556
433	0.02415066712
434	0.02410220092
435	0.02402471859
436	0.02397285982
437	0.02386831131
438	0.02376850474
439	0.02368195135
440	0.02360042653
441	0.0234941564
442	0.02340019384
443	0.02332741967
444	0.02327515455
445	0.02316564971
446	0.02305506559
447	0.02295355248
448	0.02287242393
449	0.02276684096
450	0.0226837528
451	0.02260567164
452	0.02250501431
453	0.02242560316
454	0.02234518434
455	0.0222611835
456	0.02220276173
457	0.02212681059
458	0.02205177588
459	0.02196136339
460	0.02187371381
461	0.02179642377
462	0.02173442736
463	0.02167743306
464	0.02158568031
465	0.02153137103
466	0.021456687
467	0.02137969477
468	0.02131692868
469	0.02122210312
470	0.02114386104
471	0.02108260012
472	0.02097714813
473	0.02089693174
474	0.02082543698
475	0.02076305611
476	0.02070978698
477	0.02065311692
478	0.02058537273
479	0.02050470236
480	0.02044236918
481	0.02036228735
482	0.02029943521
483	0.02022196752
484	0.02013122872
485	0.02002955212
486	0.01995989224
487	0.01988228938
488	0.01981908048
489	0.01975358997
490	0.01966185511
491	0.01958500997
492	0.01952384759
493	0.01945265136
494	0.01939049223
495	0.01932734864
496	0.01925005275
497	0.01919044202
498	0.01909685325
499	0.01904387082
500	0.01897028259
501	0.01891389272
502	0.0188611822
503	0.01879551417
504	0.01873252605
505	0.01867946634
506	0.01860796109
507	0.01852983472
508	0.01849169071
509	0.01843701983
510	0.01837963484
511	0.01833232615
512	0.01828787641
513	0.0182366598
514	0.01817668509
515	0.01813044835
516	0.01808042744
517	0.01799817338
518	0.01794858415
519	0.0178852199
520	0.01783922203
521	0.01778872182
522	0.01770879784
523	0.01765804448
524	0.01761012054
525	0.01757992916
526	0.01752256825
527	0.01746254935
528	0.01740843692
529	0.01735514152
530	0.01728784965
531	0.01723499695
532	0.01718530724
533	0.0171392601
534	0.01709910155
535	0.01704988524
536	0.01699535409
537	0.01694105196
538	0.01687445058
539	0.01682674656
540	0.01675953057
541	0.01669380995
542	0.01664359236
543	0.01659468194
544	0.01654551448
545	0.01649207841
546	0.01642495989
547	0.01638380805
548	0.01633268791
549	0.01628495273
550	0.01622987238
551	0.01617112393
552	0.01611311436
553	0.01606271284
554	0.01600399317
555	0.01597293176
556	0.01592537663
557	0.01588635205
558	0.01582450212
559	0.01577391796
560	0.01573082812
561	0.01568844565
562	0.01564263329
563	0.01558960822
564	0.01553844133
565	0.01550191157
566	0.01544348001
567	0.01539097066
568	0.01535114151
569	0.01530658909
570	0.0152708203
571	0.01523478399
572	0.01519546224
573	0.01516899436
574	0.01512886337
575	0.01509447811
576	0.01505838226
577	0.01501310556
578	0.01497148367
579	0.01492253357
580	0.01488976384
581	0.01485909617
582	0.01480620016
583	0.01476311814
584	0.01471511145
585	0.01467419462
586	0.01462345305
587	0.01458221655
588	0.01454543948
589	0.01450883547
590	0.01446476159
591	0.01440744081
592	0.0143672201
593	0.01432610556
594	0.01428489036
595	0.01423042866
596	0.01417635905
597	0.0141484405
598	0.01411305989
599	0.01407086613
600	0.01401636576
601	0.01398545799
602	0.01394769687
603	0.01391044115
604	0.01387420696
605	0.0138386404
606	0.01380590134
607	0.013770036
608	0.01372409091
609	0.01368906843
610	0.01365598804
611	0.01361509313
612	0.01358028858
613	0.01354683406
614	0.01351190163
615	0.01347875578
616	0.01344396716
617	0.01341026284
618	0.01337639401
619	0.01333692779
620	0.01330040357
621	0.01326499097
622	0.01321914166
623	0.01318471305
624	0.01315344397
625	0.01311716593
626	0.01307596283
627	0.0130431944
628	0.01300845843
629	0.01297270464
630	0.0129385463
631	0.01289158819
632	0.01285748812
633	0.01281241287
634	0.01278092127
635	0.01275249229
636	0.01272612249
637	0.01269278521
638	0.01265639202
639	0.01262694735
640	0.01259334719
641	0.0125499458
642	0.01251882701
643	0.0124899399
644	0.01246267106
645	0.01242078655
646	0.01239317681
647	0.01236475373
648	0.01233397835
649	0.01231251492
650	0.01228640066
651	0.01225307211
652	0.01222569223
653	0.01219526132
654	0.01215848339
655	0.01213662067
656	0.01210727333
657	0.01207869142
658	0.01205104293
659	0.0120189435
660	0.01199256417
661	0.01196962011
662	0.01194533628
663	0.01191645011
664	0.01187985269
665	0.01185378206
666	0.01181486616
667	0.01179213964
668	0.01176486571
669	0.01173401683
670	0.01171555706
671	0.01169738109
672	0.01166898705
673	0.01164703802
674	0.01161835123
675	0.01158777189
676	0.0115628197
677	0.01153939132
678	0.0115135864
679	0.01149261543
680	0.01146551247
681	0.01143941135
682	0.0114138131
683	0.01139028877
684	0.01136059348
685	0.01132345894
686	0.01129816268
687	0.01127161716
688	0.01124707117
689	0.01122259267
690	0.01120021392
691	0.01117210652
692	0.01115117765
693	0.0111255322
694	0.0111073647
695	0.01107172632
696	0.01104874741
697	0.01102642206
698	0.01100273171
699	0.0109677094
700	0.01094386187
701	0.01092087724
702	0.01089839955
703	0.01087298573
704	0.01085013736
705	0.01082797311
706	0.01080295736
707	0.01078100548
708	0.01075568357
709	0.01073375513
710	0.01071101148
711	0.01068939008
712	0.01066259552
713	0.01063731855
714	0.01061924425
715	0.01059871339
716	0.01057396938
717	0.01054702141
718	0.01052536842
719	0.01050088722
720	0.01047787938
721	0.01045178095
722	0.01043687678
723	0.01041697722
724	0.01039467369
725	0.01036960684
726	0.01034851787
727	0.01032603047
728	0.01030481438
729	0.0102854862
730	0.01026569322
731	0.01024199252
732	0.01022451765
733	0.01020071965
734	0.01017918643
735	0.01015067587
736	0.01013483375
737	0.01011289211
738	0.01009488692
739	0.01007504344
740	0.01005732724
741	0.01003874469
742	0.01001161599
743	0.009990640983
744	0.009971981806
745	0.009952942379
746	0.009929992796
747	0.00991132482
748	0.009892937238
749	0.009874705485
750	0.009852294756
751	0.009832769148
752	0.009811927576
753	0.009792337445
754	0.009777157907
755	0.009758305449
756	0.009738925199
757	0.009721040897
758	0.009698957129
759	0.009682117607
760	0.00966102939
761	0.009629703737
762	0.009614155993
763	0.009598978303
764	0.009576624489
765	0.00956077792
766	0.009545039537
767	0.009525776317
768	0.009507346627
769	0.009490088587
770	0.009471186104
771	0.009456057787
772	0.00943913091
773	0.009423283872
774	0.009408445083
775	0.009391372798
776	0.009374086016
777	0.009357136813
778	0.009341366258
779	0.009324008801
780	0.009309151431
781	0.009292377702
782	0.009277284147
783	0.00926118661
784	0.009246859286
785	0.009230397825
786	0.009212695271
787	0.009198125529
788	0.009180568164
789	0.009164557453
790	0.009146029887
791	0.009130454675
792	0.00911670358
793	0.009101777727
794	0.009086611589
795	0.009071542389
796	0.009056585994
797	0.009038608636
798	0.009021947345
799	0.009007706473
800	0.008993165464
801	0.008979073024
802	0.008963255842
803	0.008949983713
804	0.008935101192
805	0.008922102778
806	0.008906610204
807	0.008892189403
808	0.008876974128
809	0.008863052992
810	0.008848324562
811	0.008835661724
812	0.008822978661
813	0.008808682
814	0.008795671543
815	0.008782121763
816	0.008767305393
817	0.008750588864
818	0.008735747933
819	0.008721217444
820	0.008705934624
821	0.008691152376
822	0.008678416877
823	0.008665269462
824	0.008651632969
825	0.008637870996
826	0.008622767376
827	0.008610672488
828	0.0085974286
829	0.008585283136
830	0.008567235557
831	0.008554150396
832	0.008541840124
833	0.008530194764
834	0.008515174158
835	0.008503121089
836	0.008491240581
837	0.008478493539
838	0.008466684867
839	0.008454374082
840	0.008437880986
841	0.008425972539
842	0.008414424577
843	0.008400964931
844	0.008389588134
845	0.008377993927
846	0.008361856549
847	0.008348772096
848	0.008335634717
849	0.008322078962
850	0.008309295568
851	0.008296324162
852	0.008285231865
853	0.008273655828
854	0.008260449176
855	0.008248861395
856	0.008237791741
857	0.008225014708
858	0.008213939915
859	0.008199348061
860	0.008185893759
861	0.008175250902
862	0.008164500866
863	0.008153615218
864	0.008143321765
865	0.008132686817
866	0.008122183647
867	0.008111574916
868	0.008098604675
869	0.008086639159
870	0.008076100918
871	0.00806396036
872	0.00804946504
873	0.008038889261
874	0.008025771617
875	0.008015476898
876	0.008002994138
877	0.007990899713
878	0.0079807162
879	0.007968163145
880	0.007957908566
881	0.007946312246
882	0.007934747872
883	0.007925044204
884	0.007914346174
885	0.007903724587
886	0.007893872678
887	0.007883409398
888	0.007872926642
889	0.007862581515
890	0.00785269993
891	0.007841553841
892	0.007829708247
893	0.007819551986
894	0.007809983084
895	0.00780039205
896	0.007790806273
897	0.007778574665
898	0.00776876319
899	0.007758209528
900	0.007748816416
901	0.007739259115
902	0.007728229798
903	0.007717332283
904	0.00770586319
905	0.007696073879
906	0.007686222032
907	0.007676926402
908	0.007667449423
909	0.007657246097
910	0.007647765935
911	0.007638580074
912	0.007627277455
913	0.007617957656
914	0.007607760938
915	0.007598507656
916	0.007585721769
917	0.007576396973
918	0.00756634698
919	0.007555825328
920	0.007544814152
921	0.007535539245
922	0.007526116105
923	0.007516383241
924	0.007507045618
925	0.007496763927
926	0.00748759126
927	0.007478777551
928	0.007470046633
929	0.007459968505
930	0.007449846435
931	0.007440735526
932	0.007432070547
933	0.007421166482
934	0.007412682034
935	0.007404072524
936	0.007395222146
937	0.007386023028
938	0.007376193375
939	0.007367082932
940	0.007358428017
941	0.007348908764
942	0.007340221961
943	0.007331435863
944	0.007322913561
945	0.007313496262
946	0.007304653148
947	0.007296307456
948	0.007288224761
949	0.007279535335
950	0.007271132601
951	0.007262518387
952	0.007253550705
953	0.00724530986
954	0.007235761223
955	0.007227583823
956	0.007219212522
957	0.007210886768
958	0.007202634441
959	0.007194394126
960	0.007186297017
961	0.007178069894
962	0.007169007713
963	0.007160886505
964	0.00715273707
965	0.007144573919
966	0.007135434447
967	0.007126923951
968	0.007118935367
969	0.007110723952
970	0.007102762758
971	0.007094743808
972	0.007086076932
973	0.007078246687
974	0.007070395612
975	0.007062632539
976	0.007054530347
977	0.007046071727
978	0.007038334271
979	0.007030473946
980	0.007022958075
981	0.007015457389
982	0.007007070753
983	0.006999052912
984	0.006990639878
985	0.006982926384
986	0.006975295558
987	0.006967750748
988	0.006960283963
989	0.006952738879
990	0.00694526734
991	0.006937922076
992	0.006930233476
993	0.006922591623
994	0.006915370589
995	0.006907841104
996	0.006899817161
997	0.006892035569
998	0.006884506796
999	0.006877298578
